https://yle.fi/uutiset/3-12314941;0;0;0;0;0;0;0;0;0;0;0;2022-02-12T11:25:07+02:00;
https://yle.fi/uutiset/3-12360578;0;0;0;0;0;0;0;0;0;0;0;2022-03-16T05:24:29+02:00;
https://yle.fi/uutiset/3-12358371;0;0;0;0;0;0;0;0;0;0;0;2022-03-16T06:10:00+02:00;
https://yle.fi/uutiset/3-12346404;0;0;0;0;0;0;0;0;0;0;0;2022-03-16T08:03:30+02:00;
https://yle.fi/uutiset/3-12360707;0;1;0;0;0;0;0;0;0;0;0;2022-03-16T10:01:00+02:00;
https://yle.fi/uutiset/3-12357917;0;0;0;0;0;0;0;0;0;0;0;2022-03-16T05:45:00+02:00;
https://yle.fi/uutiset/18-334977;0;0;0;0;0;0;0;0;0;0;0;;
https://yle.fi/uutiset/3-12357748;0;0;0;0;0;0;0;0;0;0;0;2022-03-16T00:05:00+02:00;
https://yle.fi/uutiset/3-12360657;0;0;0;0;0;0;0;0;0;0;0;2022-03-16T09:06:50+02:00;
https://yle.fi/uutiset/3-12358781;0;0;0;0;0;0;0;0;0;0;3;2022-03-16T05:15:00+02:00;
https://yle.fi/uutiset/3-12353644;0;0;0;0;0;0;0;0;0;0;0;2022-03-16T06:53:00+02:00;
https://yle.fi/uutiset/3-12360673;0;0;0;0;0;0;0;0;0;0;0;2022-03-16T08:15:12+02:00;
https://yle.fi/uutiset/3-12357077;0;0;0;0;0;0;0;0;0;0;0;2022-03-16T05:35:00+02:00;
https://yle.fi/uutiset/3-12358049;0;0;0;0;0;0;0;0;0;0;0;2022-03-16T06:30:00+02:00;
https://yle.fi/urheilu/3-12350403;0;0;0;0;0;0;0;0;0;0;0;2022-03-15T20:06:41+02:00;
https://yle.fi/urheilu/3-12192892;0;0;0;0;0;0;0;0;0;0;0;2021-11-18T08:05:19+02:00;
https://yle.fi/urheilu/3-12360571;0;0;0;0;0;0;0;0;0;0;0;2022-03-16T00:18:31+02:00;
https://yle.fi/urheilu/3-12356917;0;0;0;0;0;0;0;0;0;0;0;2022-03-16T08:57:36+02:00;
https://yle.fi/uutiset/3-12360803;0;0;0;0;0;0;0;0;0;0;0;2022-03-16T10:03:17+02:00;
https://yle.fi/uutiset/3-12360388;0;0;0;0;0;0;0;0;0;0;0;2022-03-15T22:30:18+02:00;
https://yle.fi/uutiset/3-12360385;0;0;0;0;0;0;2;0;0;0;0;2022-03-15T18:10:16+02:00;
https://yle.fi/uutiset/3-12360169;0;0;0;0;0;0;0;0;0;0;0;2022-03-15T16:11:56+02:00;
https://yle.fi/uutiset/3-11942036;0;0;0;0;0;0;0;0;0;0;0;2021-05-21T08:36:05+03:00;
https://yle.fi/uutiset/3-12360603;0;0;0;0;0;0;0;0;0;0;0;2022-03-16T07:10:36+02:00;
